network_code,receiver_code,stw_start_time,stalta_Z,sta_Z,stalta_N,sta_N,stalta_E,sta_E,label
AZ,FRD,2015-12-30T07:29:03.640000Z,2.939941017,1.06E-06,1.690634598,5.03E-07,2.936500895,7.33E-07,E
PB,B084,2015-07-04T03:08:35.280000Z,405.8812153,1.22E-06,395.1999854,1.19E-06,360.5251246,1.21E-06,E
AZ,CRY,2015-01-19T09:32:26.340000Z,2.020402708,2.64E-07,1.037989936,1.20E-07,0.98675138,1.57E-07,E
TA,E04D,2011-02-17T10:55:08.330000Z,2.989755736,1.38E-06,2.904851209,2.16E-06,2.711178536,2.15E-06,E
PB,B084,2011-09-09T04:10:17.960000Z,9.575592163,2.85E-08,4.610164365,1.63E-08,4.897074179,1.78E-08,E
AZ,KNW,2016-07-14T01:12:35.190000Z,1.641944301,1.46E-07,1.171662747,3.60E-07,1.147441973,1.89E-07,E
AV,MNAT,2018-01-09T01:09:08.045000Z,0.435443318,5.04E-07,0.837636665,8.04E-07,0.622311547,6.08E-07,E
PB,B084,2018-04-07T19:17:30.940000Z,1.522994989,4.03E-09,1.447781785,4.22E-09,1.323895257,4.46E-09,E
PB,B058,2014-04-10T16:55:40.340000Z,1.238040975,8.35E-09,1.405384053,7.97E-09,1.472724065,8.21E-09,E
PB,B047,2010-10-28T03:18:32.020000Z,19.50181147,2.88E-07,18.74425347,3.26E-07,13.21705293,2.66E-07,E
HV,ALEP,2016-10-29T23:38:31.870000Z,18.85640551,3.74E-07,14.76771763,7.27E-07,16.9056145,7.82E-07,E
AK,GHO,2017-05-04T20:39:57.440000Z,1.597238357,5.70E-07,2.437598773,6.86E-07,2.212531526,7.67E-07,E
PB,B081,2008-06-02T23:29:58.030000Z,67.75185865,5.34E-07,0.913590883,8.97E-09,122.8452083,6.53E-07,E
PB,B087,2012-02-18T05:02:06.530000Z,2.298869239,7.96E-09,2.160977043,6.82E-09,1.864196408,6.79E-09,E
PB,B046,2014-04-13T16:14:09.690000Z,16.6070915,1.80E-07,13.00299569,1.86E-07,13.79996385,1.88E-07,E
AK,PPLA,2017-04-24T18:45:19.600000Z,1.133634793,1.32E-07,1.687265678,1.58E-07,0.98719843,1.43E-07,E
AZ,BZN,2008-03-04T15:08:20.860000Z,0.630097962,2.08E-07,0.780585741,2.13E-07,0.626486526,1.45E-07,E
PB,B916,2012-12-18T20:36:21.570000Z,10.96754863,3.24E-08,13.9667521,3.43E-08,11.21274963,2.87E-08,E
GS,KS21,2014-12-22T07:53:20.140000Z,1.638099481,4.40E-07,0.744316411,8.40E-07,0.830415918,1.03E-06,E
NW,HQIL,2015-06-10T23:51:30.000000Z,1.159946339,1.60E-06,0.94,1.96E-06,1.05533685,3.71E-06,N
NW,HQIL,2015-05-08T12:35:15.000000Z,0.821232177,7.02E-07,0.96,2.77E-06,0.99088885,1.61E-06,N
NW,HQIL,2015-04-24T20:54:50.000000Z,0.971693733,3.72E-07,1.04207543,7.90E-07,0.97,8.64E-07,N
NW,HQIL,2015-06-11T20:13:55.000000Z,0.875549969,7.80E-07,0.913756239,2.04E-06,0.925668955,2.38E-06,N
NW,HQIL,2015-04-23T08:22:30.000000Z,0.928457233,2.14E-07,1.250883499,3.74E-07,1.020375826,3.00E-07,N
NW,HQIL,2015-04-30T07:25:00.000000Z,1.746562365,6.76E-07,1.103196014,2.51E-07,1.454440999,5.11E-07,N
NW,HQIL,2015-06-20T03:18:10.000000Z,1.029087087,1.34E-06,0.966571587,2.28E-06,1.002375198,2.20E-06,N
NW,HQIL,2015-04-19T00:31:10.000000Z,0.978587056,2.43E-07,1.036631682,2.56E-07,1.001056258,2.87E-07,N
NW,HQIL,2015-05-22T23:07:05.000000Z,0.790810173,1.62E-06,1.092197485,3.69E-06,0.854848664,2.98E-06,N
NW,HQIL,2015-04-12T10:57:10.000000Z,0.838243431,1.35E-07,1.086115272,2.82E-07,1.152679177,2.48E-07,N
NW,HQIL,2015-04-16T11:56:30.000000Z,1.328380321,2.26E-06,1.29101908,4.58E-06,1.543869877,4.10E-06,N
NW,HQIL,2015-04-28T13:26:40.000000Z,1.058131916,8.22E-07,0.962461764,1.39E-06,1.038495509,2.25E-06,N
NW,HQIL,2015-05-23T14:23:50.000000Z,1.081336946,2.10E-07,1.407147954,4.34E-07,1.451744389,4.27E-07,N
NW,HQIL,2015-04-29T06:49:05.000000Z,1.131220238,2.94E-07,0.929671615,3.11E-07,0.904091373,3.40E-07,N
NW,HQIL,2015-05-02T23:08:05.000000Z,0.662180128,1.22E-07,0.470386416,1.99E-07,0.456690427,1.95E-07,N
NW,HQIL,2015-06-06T07:53:20.000000Z,1.179411027,2.09E-07,0.84,1.88E-07,0.815252352,2.59E-07,N
NW,HQIL,2015-06-26T19:26:25.000000Z,1.266141133,1.31E-06,0.957827051,2.55E-06,1.318224673,2.76E-06,N
NW,HQIL,2015-04-23T14:01:50.000000Z,1.01836968,5.43E-07,1.048427407,1.00E-06,0.959066457,1.40E-06,N
NW,HQIL,2015-06-03T11:51:00.000000Z,1.160322593,2.27E-07,1.356424465,5.10E-07,1.348513821,6.23E-07,N
NW,HQIL,2015-04-10T14:58:20.000000Z,1.024792352,1.31E-06,0.89,1.57E-06,1.12793785,2.30E-06,N
NW,HQIL,2015-04-01T16:45:50.000000Z,1.075651034,2.14E-07,0.87423793,3.50E-07,0.997823666,3.62E-07,N
NW,HQIL,2015-06-08T10:08:25.000000Z,1.135770295,1.91E-07,1.261064287,4.10E-07,1.39085065,5.55E-07,N
NW,HQIL,2015-05-15T07:40:05.000000Z,1.014642196,1.49E-07,0.957479027,2.11E-07,0.985108724,2.24E-07,N
NW,HQIL,2015-04-19T20:09:05.000000Z,1.631581351,2.66E-07,1.967846847,5.13E-07,2.11,5.82E-07,N
NW,HQIL,2015-06-08T04:05:20.000000Z,0.810981579,1.14E-07,0.927269306,1.65E-07,0.847060855,1.79E-07,N
NW,HQIL,2015-06-07T10:01:05.000000Z,0.75,1.19E-07,1.040932565,1.64E-07,0.823629878,1.65E-07,N
NW,HQIL,2015-04-17T06:13:50.000000Z,0.990335466,2.50E-07,2.227249446,6.14E-07,0.744552189,2.28E-07,N
NW,HQIL,2015-06-20T15:46:20.000000Z,0.97,1.82E-07,0.971204397,4.66E-07,0.81112112,4.10E-07,N
NW,HQIL,2015-04-12T03:16:45.000000Z,1.073064187,1.57E-07,0.945250195,2.27E-07,1.049391128,2.50E-07,N
NW,HQIL,2015-06-05T19:04:45.000000Z,0.937646483,1.04E-06,0.975015078,2.22E-06,0.993509279,4.03E-06,N
NW,HQIL,2015-05-21T16:52:45.000000Z,0.956806242,9.55E-07,1.041594657,2.74E-06,1.261412829,2.97E-06,N
NW,HQIL,2015-05-17T15:24:45.000000Z,1.20951262,1.19E-07,0.821212347,2.13E-07,0.785533947,1.58E-07,N
NW,HQIL,2015-04-21T14:30:45.000000Z,1.106028534,3.33E-07,0.96,5.15E-07,0.938062982,5.22E-07,N
NW,HQIL,2015-05-06T08:46:25.000000Z,0.947442678,1.98E-07,0.997617302,3.57E-07,1.003858825,4.02E-07,N
NW,HQIL,2015-04-01T10:45:00.000000Z,0.714804396,1.87E-07,0.644499877,4.37E-07,0.592089038,3.89E-07,N
NW,HQIL,2015-06-23T05:17:00.000000Z,0.665147704,1.34E-07,0.925265412,2.32E-07,0.84,1.77E-07,N
NW,HQIL,2015-05-05T15:20:35.000000Z,1.15,1.14E-06,0.934670195,2.12E-06,1.089327767,3.03E-06,N
NW,HQIL,2015-06-13T19:20:20.000000Z,0.932436184,1.37E-07,0.828391092,3.01E-07,0.901963506,3.88E-07,N
NW,HQIL,2015-06-22T14:48:05.000000Z,1.043276762,1.33E-06,0.858687124,1.62E-06,1.005495269,3.21E-06,N
NW,HQIL,2015-04-02T10:42:40.000000Z,1.67452626,2.67E-07,2.245537936,6.84E-07,3.202666665,9.23E-07,N
NW,HQIL,2015-06-06T03:39:35.000000Z,0.971314809,7.44E-07,0.889658306,1.62E-06,0.99,2.84E-06,N
NW,HQIL,2015-05-07T11:40:45.000000Z,1.188144557,1.92E-06,1.179234953,4.39E-06,1.071932,3.71E-06,N
NW,HQIL,2015-05-06T01:49:45.000000Z,0.68,7.66E-07,0.87,2.22E-06,0.619243911,1.75E-06,N
NW,HQIL,2015-05-16T09:45:20.000000Z,1.034137117,1.27E-07,0.913732126,1.89E-07,0.917622232,2.00E-07,N
NW,HQIL,2015-04-13T10:49:05.000000Z,1.137266639,1.88E-07,1.029016964,3.51E-07,1.077189287,3.33E-07,N
NW,HQIL,2015-04-02T00:01:10.000000Z,1.008837019,1.92E-07,1.758973104,6.42E-07,2.013833846,6.90E-07,N
NW,HQIL,2015-06-16T18:54:45.000000Z,0.90014617,9.23E-07,1.794382276,3.72E-06,0.79689797,1.57E-06,N
NW,HQIL,2015-04-19T18:29:10.000000Z,1.263512002,2.76E-07,0.986860478,2.72E-07,1.241526059,3.35E-07,N
NW,HQIL,2015-06-19T07:11:00.000000Z,0.99,1.28E-07,0.928008707,1.45E-07,0.97,1.78E-07,N
NW,HQIL,2015-04-02T04:45:25.000000Z,0.81109969,1.42E-07,0.869271343,3.26E-07,0.890477069,2.21E-07,N
NW,HQIL,2015-04-17T04:01:25.000000Z,1.111106627,1.08E-06,1.134415072,3.35E-06,1.0196426,1.43E-06,N
NW,HQIL,2015-05-07T05:48:35.000000Z,1.481711789,3.41E-07,1.488442537,3.06E-07,0.878795304,2.25E-07,N
NW,HQIL,2015-04-21T07:05:50.000000Z,1.059194359,2.21E-07,0.865735546,2.27E-07,1.043850637,2.63E-07,N
NW,HQIL,2015-04-11T23:47:40.000000Z,0.961427191,1.40E-07,1.082685786,2.54E-07,1.139161933,2.31E-07,N
NW,HQIL,2015-05-05T15:44:30.000000Z,0.990805603,9.41E-07,1.377718298,3.17E-06,0.809644204,1.92E-06,N
NW,HQIL,2015-04-12T06:20:25.000000Z,0.746135152,1.03E-07,0.735356525,1.77E-07,0.690206719,2.05E-07,N
NW,HQIL,2015-04-05T12:55:45.000000Z,0.81,1.45E-07,0.964179366,1.91E-07,0.825209839,1.50E-07,N
NW,HQIL,2015-05-12T19:10:00.000000Z,0.90861973,8.82E-07,0.775178026,1.80E-06,0.787496422,1.67E-06,N
NW,HQIL,2015-06-26T21:21:25.000000Z,0.994270861,1.50E-06,1.043590441,3.61E-06,0.868216685,1.71E-06,N
NW,HQIL,2015-05-14T02:32:50.000000Z,0.792725979,4.45E-07,0.859670539,1.33E-06,0.986528622,1.15E-06,N
NW,HQIL,2015-06-26T08:40:30.000000Z,0.704184193,1.53E-07,1.013225145,2.79E-07,1.018389836,3.32E-07,N
NW,HQIL,2015-04-22T02:25:05.000000Z,1.548055611,1.32E-06,1.244844039,2.36E-06,1.63683539,2.52E-06,N
NW,HQIL,2015-04-17T12:05:55.000000Z,1.012398127,4.41E-07,1.025346987,5.92E-07,1.010423668,5.68E-07,N
NW,HQIL,2015-06-01T13:17:50.000000Z,1.082248568,1.94E-06,1.031878153,4.17E-06,0.807630017,2.77E-06,N
NW,HQIL,2015-04-22T14:06:25.000000Z,1.113553094,1.50E-06,1.09201544,3.54E-06,1.232238419,3.60E-06,N
NW,HQIL,2015-06-09T05:25:40.000000Z,1.026958463,1.51E-07,0.948204076,3.14E-07,0.972786991,4.62E-07,N
NW,HQIL,2015-06-17T22:54:10.000000Z,0.970871454,1.08E-06,1.02,1.79E-06,0.98,1.94E-06,N
NW,HQIL,2015-05-13T07:23:40.000000Z,1.039393582,1.70E-07,0.876170819,1.70E-07,0.96,1.80E-07,N
NW,HQIL,2015-04-12T05:51:25.000000Z,2.586527342,3.07E-07,0.93,2.18E-07,0.84,1.63E-07,N
NW,HQIL,2015-04-03T06:46:30.000000Z,0.83,1.46E-07,0.890980354,2.54E-07,0.852419419,2.47E-07,N
NW,HQIL,2015-04-04T08:15:20.000000Z,1.050850374,1.90E-07,0.779749928,1.42E-07,1.210213637,2.07E-07,N
NW,HQIL,2015-05-22T01:01:05.000000Z,0.951513431,8.97E-07,0.987838717,1.89E-06,0.877551666,2.44E-06,N
NW,HQIL,2015-05-21T02:44:40.000000Z,0.699098246,7.89E-07,0.660266582,1.95E-06,0.94394132,2.07E-06,N
NW,HQIL,2015-04-07T18:46:25.000000Z,0.984298952,2.92E-07,0.573555512,4.54E-07,0.55,4.62E-07,N
NW,HQIL,2015-05-28T00:24:10.000000Z,1.229212885,3.27E-07,1.255747139,6.86E-07,1.740018322,9.59E-07,N
NW,HQIL,2015-05-28T18:53:30.000000Z,0.895892577,2.13E-07,0.82637381,3.97E-07,0.789385088,4.12E-07,N
NW,HQIL,2015-05-11T11:33:20.000000Z,0.988143003,9.70E-07,1.007400396,1.80E-06,0.995993984,1.64E-06,N
NW,HQIL,2015-04-14T21:22:50.000000Z,1.335931265,3.48E-06,1.213571857,8.70E-06,1.331447067,5.23E-06,N
NW,HQIL,2015-04-06T19:03:05.000000Z,0.844213042,1.93E-07,0.867586201,3.38E-07,0.886958395,3.40E-07,N
NW,HQIL,2015-05-18T17:17:05.000000Z,1.107572388,1.61E-06,0.817407238,2.41E-06,1.030295715,3.74E-06,N
NW,HQIL,2015-05-21T00:24:10.000000Z,1.34505926,1.30E-06,0.975348338,1.95E-06,0.984655732,2.32E-06,N
NW,HQIL,2015-05-25T19:39:55.000000Z,1.30392435,2.06E-07,0.966804716,2.88E-07,1.014825293,3.18E-07,N
NW,HQIL,2015-05-29T13:16:15.000000Z,0.706331818,8.10E-07,0.952718193,3.22E-06,0.932605059,3.21E-06,N
NW,HQIL,2015-05-26T16:40:50.000000Z,1.092918877,1.70E-06,1.251289543,3.56E-06,1.380823621,4.73E-06,N
NW,HQIL,2015-04-23T14:47:50.000000Z,0.625296554,9.42E-07,0.614124848,1.90E-06,0.595085593,2.30E-06,N
NW,HQIL,2015-04-14T06:41:05.000000Z,0.86,1.21E-07,0.965826379,1.79E-07,1.079138353,2.10E-07,N
NW,HQIL,2015-04-04T13:09:35.000000Z,0.901887262,1.71E-07,0.981854974,2.36E-07,1.040867024,2.51E-07,N
NW,HQIL,2015-04-14T00:38:25.000000Z,1.095221521,3.03E-07,1.488794897,5.70E-07,1.764470856,6.18E-07,N
NW,HQIL,2015-04-24T04:27:05.000000Z,0.897458421,1.66E-07,1.202237104,3.42E-07,1.046338299,3.61E-07,N
NW,HQIL,2015-04-24T09:03:45.000000Z,1.056451848,1.60E-07,1.157407624,2.83E-07,0.966647455,2.36E-07,N
NW,HQIL,2015-05-08T03:02:55.000000Z,0.99,6.95E-07,0.86012615,1.23E-06,0.82,6.65E-07,N
NW,HQIL,2015-05-01T05:55:00.000000Z,1.580519464,5.51E-07,1.262009606,4.06E-07,1.514400324,5.59E-07,N
NW,HQIL,2015-04-20T13:43:25.000000Z,1.04458871,3.76E-07,1.009259489,7.03E-07,1.285600453,1.01E-06,N
NW,HQIL,2015-06-18T03:17:20.000000Z,0.935779598,1.39E-06,0.751154972,3.74E-06,0.749421598,2.18E-06,N
NW,HQIL,2015-05-24T07:27:05.000000Z,1.07400993,1.81E-07,1.563517429,3.33E-07,1.41487565,3.58E-07,N
NW,HQIL,2015-05-21T10:44:15.000000Z,0.737945203,1.51E-07,0.638705259,2.86E-07,0.623509986,3.00E-07,N
NW,HQIL,2015-05-27T22:28:20.000000Z,0.982066539,2.65E-07,0.857424031,5.42E-07,0.724794404,6.67E-07,N
NW,HQIL,2015-06-06T20:30:25.000000Z,0.81408626,1.25E-07,0.636465416,1.82E-07,0.625502284,2.11E-07,N
NW,HQIL,2015-06-22T03:17:30.000000Z,0.944703684,9.78E-08,0.962098238,1.42E-07,0.975608723,1.54E-07,N
NW,HQIL,2015-04-01T17:18:25.000000Z,0.822310158,2.02E-07,0.685921899,3.54E-07,0.647140384,3.70E-07,N
NW,HQIL,2015-06-30T17:07:35.000000Z,1.319677513,3.06E-07,1.3627593,7.01E-07,1.541809196,1.00E-06,N
NW,HQIL,2015-05-09T01:48:05.000000Z,1.477651698,9.33E-07,1.474430224,2.28E-06,1.467705672,1.81E-06,N
NW,HQIL,2015-05-02T03:34:25.000000Z,0.698965425,1.30E-06,0.78,4.33E-06,0.549114413,2.46E-06,N
NW,HQIL,2015-05-14T04:55:10.000000Z,1.108389582,1.22E-06,1.057888374,2.70E-06,1.039758606,1.95E-06,N
NW,HQIL,2015-04-15T18:17:10.000000Z,0.660524378,1.10E-06,0.787002848,5.65E-06,0.831932744,4.21E-05,N
NW,HQIL,2015-04-17T06:25:40.000000Z,0.98,2.60E-07,0.608196099,2.16E-07,0.949487048,2.67E-07,N
NW,HQIL,2015-06-22T06:53:40.000000Z,0.904725874,1.29E-07,0.933399183,2.43E-07,0.93,2.10E-07,N
NW,HQIL,2015-05-29T20:23:30.000000Z,1.042961994,9.92E-07,0.929572051,2.55E-06,1.013810619,2.24E-06,N
NW,HQIL,2015-04-19T23:56:00.000000Z,1.037933211,1.84E-07,1.062594278,2.88E-07,0.969803263,2.66E-07,N
NW,HQIL,2015-04-14T05:09:25.000000Z,1.184358195,1.71E-07,1.122054533,2.39E-07,1.123514324,2.52E-07,N
NW,HQIL,2015-06-29T11:56:55.000000Z,1.418207802,1.58E-06,1.306396875,2.46E-06,1.173898452,3.65E-06,N
NW,HQIL,2015-04-18T01:55:40.000000Z,0.93,2.32E-07,1.020464829,4.66E-07,0.975394534,4.19E-07,N
NW,HQIL,2015-06-14T21:19:50.000000Z,1.494384484,3.64E-07,0.77076603,1.91E-07,0.920313527,3.84E-07,N
NW,HQIL,2015-04-17T09:57:15.000000Z,0.988562824,3.16E-07,1.169153293,3.81E-07,0.922662738,3.30E-07,N
NW,HQIL,2015-06-21T14:52:10.000000Z,0.828567032,8.94E-08,0.873726856,1.71E-07,0.824087984,1.67E-07,N
NW,HQIL,2015-04-04T15:02:30.000000Z,1.208154173,2.27E-07,1.044088879,2.22E-07,1.099826916,2.58E-07,N
NW,HQIL,2015-05-31T22:55:15.000000Z,1.118891726,2.46E-07,1.3,2.68E-07,1.274096402,3.54E-07,N
NW,HQIL,2015-06-16T21:22:25.000000Z,0.97,3.45E-07,1.019301936,1.00E-06,1.027873973,6.56E-07,N
NW,HQIL,2015-06-11T08:46:30.000000Z,0.737743052,1.31E-07,0.962300463,2.31E-07,0.89,2.92E-07,N
NW,HQIL,2015-05-19T08:31:35.000000Z,0.962234739,1.40E-07,0.923845358,2.05E-07,0.892202525,2.13E-07,N
NW,HQIL,2015-05-12T05:18:15.000000Z,0.893695526,2.26E-06,0.95,4.67E-06,0.849568213,4.03E-06,N
NW,HQIL,2015-05-20T09:12:55.000000Z,1.073287605,1.78E-07,1.378138832,4.31E-07,1.308997664,4.59E-07,N
NW,HQIL,2015-05-19T18:21:15.000000Z,0.908148032,6.90E-07,0.782092862,2.94E-06,1.05,1.64E-06,N
NW,HQIL,2015-06-28T05:49:20.000000Z,0.964053201,2.03E-07,0.97,1.77E-07,1.069893335,2.27E-07,N
NW,HQIL,2015-04-11T05:20:00.000000Z,0.945045317,1.62E-07,0.986204013,2.14E-07,0.949272214,2.18E-07,N
NW,HQIL,2015-05-22T23:02:00.000000Z,0.923834435,2.52E-06,0.908329187,2.38E-06,0.998561492,2.30E-06,N
NW,HQIL,2015-05-01T23:41:00.000000Z,0.96,8.77E-07,0.702583646,2.10E-06,1.131459065,2.04E-06,N
NW,HQIL,2015-06-09T06:59:35.000000Z,1.379808362,1.85E-07,1.104081587,2.08E-07,0.99,2.28E-07,N
NW,HQIL,2015-05-14T16:46:35.000000Z,1.19434204,1.60E-06,1.938738101,6.42E-06,1.933276008,5.77E-06,N
NW,HQIL,2015-06-17T15:15:45.000000Z,1.148456928,2.02E-06,1.13681444,3.46E-06,1.196108697,3.28E-06,N
NW,HQIL,2015-06-19T17:09:35.000000Z,1.416912495,1.22E-06,0.93,2.35E-06,1.123988094,1.53E-06,N
NW,HQIL,2015-05-30T23:42:10.000000Z,0.695755297,1.91E-07,0.917260783,3.60E-07,0.793452498,4.35E-07,N
NW,HQIL,2015-04-30T14:53:15.000000Z,0.838405483,2.05E-06,0.921462601,4.68E-06,0.821100657,4.18E-06,N
NW,HQIL,2015-04-12T12:25:50.000000Z,1.269976824,2.00E-07,0.9925386,2.85E-07,1.197649543,2.83E-07,N
NW,HQIL,2015-06-17T10:43:35.000000Z,1.491042177,3.65E-07,2.489200888,1.39E-06,2.640365591,1.51E-06,N
NW,HQIL,2015-05-27T07:25:40.000000Z,0.942459095,1.38E-07,1.066437361,2.69E-07,1.068284821,3.46E-07,N
NW,HQIL,2015-05-07T01:32:10.000000Z,0.83,5.24E-07,0.727696039,8.50E-07,0.84330213,1.02E-06,N
NW,HQIL,2015-06-13T04:17:10.000000Z,1.059289205,2.15E-07,0.845724248,3.78E-07,0.858127653,5.07E-07,N
NW,HQIL,2015-04-28T06:38:00.000000Z,1.434920718,2.25E-07,0.92,2.52E-07,1.031013325,2.65E-07,N
NW,HQIL,2015-06-02T16:38:35.000000Z,0.746454606,1.96E-06,0.893861705,5.45E-06,0.763594497,3.95E-06,N
NW,HQIL,2015-05-15T04:06:35.000000Z,0.98,1.09E-06,0.95,2.66E-06,1.096205996,2.33E-06,N
NW,HQIL,2015-05-23T10:52:25.000000Z,0.95,2.06E-07,1.482541538,7.00E-07,1.490032045,7.48E-07,N
NW,HQIL,2015-06-10T12:34:35.000000Z,0.85,9.52E-07,1.129346111,2.53E-06,0.783226876,2.12E-06,N
NW,HQIL,2015-05-06T18:26:45.000000Z,1.14617785,1.56E-06,0.906042473,5.13E-06,1.0985154,3.05E-06,N
NW,HQIL,2015-04-05T20:36:35.000000Z,0.669556011,1.38E-07,0.885714631,1.88E-07,0.808507332,1.69E-07,N
NW,HQIL,2015-05-07T17:44:05.000000Z,1.128519197,8.92E-07,1.02,3.04E-06,1.012683333,1.89E-06,N
NW,HQIL,2015-04-08T09:42:20.000000Z,1.257795839,2.45E-07,1.009277277,2.52E-07,1.078952331,2.85E-07,N
NW,HQIL,2015-06-16T07:08:25.000000Z,0.760585342,1.53E-07,0.703806169,1.83E-07,0.961857815,2.41E-07,N
NW,HQIL,2015-05-09T06:16:50.000000Z,0.835001333,1.58E-07,0.943662676,2.16E-07,1.069940115,2.46E-07,N
NW,HQIL,2015-06-03T13:16:00.000000Z,0.904771487,2.02E-07,0.62,3.49E-07,0.642321454,3.79E-07,N
NW,HQIL,2015-06-08T20:33:25.000000Z,0.82,1.92E-07,0.848282146,5.34E-07,0.809533726,8.11E-07,N
NW,HQIL,2015-04-06T10:44:55.000000Z,0.8297149,2.50E-07,1.373290791,4.02E-07,0.97,2.90E-07,N
NW,HQIL,2015-04-09T03:48:05.000000Z,0.784530972,1.37E-07,0.972554608,2.47E-07,1.19403814,3.41E-07,N
NW,HQIL,2015-04-09T11:04:10.000000Z,0.998114186,2.31E-07,1.040018711,4.96E-07,0.954190038,5.06E-07,N
NW,HQIL,2015-05-09T16:51:30.000000Z,1.047309665,1.57E-06,1.068701323,3.84E-06,1.132539516,2.93E-06,N
NW,HQIL,2015-05-13T13:13:45.000000Z,0.966494765,6.32E-07,1.087653938,1.64E-06,0.867650337,1.28E-06,N
NW,HQIL,2015-06-08T03:59:35.000000Z,1.384888943,2.08E-07,1.034663084,1.96E-07,1.083848593,1.96E-07,N
NW,HQIL,2015-05-29T19:30:40.000000Z,1.012858456,1.01E-06,1.131071209,3.38E-06,0.95386922,2.67E-06,N
NW,HQIL,2015-06-19T07:44:35.000000Z,0.834062336,1.49E-07,0.987244844,3.06E-07,0.974320487,3.27E-07,N
NW,HQIL,2015-04-06T16:24:40.000000Z,1.265452886,3.03E-07,1.160913851,4.46E-07,1.098479047,4.11E-07,N
NW,HQIL,2015-06-20T08:30:55.000000Z,1.056786706,1.30E-07,0.991894734,1.57E-07,1.020289138,1.87E-07,N
NW,HQIL,2015-04-01T09:25:30.000000Z,0.989041174,1.58E-07,0.987534381,3.43E-07,0.850121272,3.03E-07,N
NW,HQIL,2015-06-01T07:49:50.000000Z,0.690797998,1.76E-07,1.274578381,2.73E-07,0.759307795,1.80E-07,N
NW,HQIL,2015-04-13T20:29:00.000000Z,0.926360154,7.34E-07,0.64550104,9.22E-07,1.038046203,1.91E-06,N
NW,HQIL,2015-05-12T22:15:30.000000Z,0.93,1.76E-06,0.718683814,1.24E-06,0.960788508,1.26E-06,N
NW,HQIL,2015-06-29T18:48:05.000000Z,1.075343858,1.24E-06,0.75522587,1.31E-06,1.133764503,3.39E-06,N
NW,HQIL,2015-05-07T08:08:20.000000Z,0.474804477,3.59E-06,0.591020941,2.17E-06,0.31674933,1.36E-06,N
NW,HQIL,2015-05-04T07:57:30.000000Z,0.911733998,8.92E-08,1.045001165,1.50E-07,0.838877878,1.18E-07,N
NW,HQIL,2015-04-29T23:43:20.000000Z,1.099310693,1.13E-06,0.998109067,2.08E-06,1.053700226,2.80E-06,N
NW,HQIL,2015-05-29T00:32:05.000000Z,1.242103117,1.12E-06,0.716611292,2.90E-06,0.8,2.07E-06,N
NW,HQIL,2015-05-10T23:46:45.000000Z,1.052938706,1.90E-07,0.918378908,1.74E-07,0.853252243,1.79E-07,N
NW,HQIL,2015-04-16T21:10:25.000000Z,0.862160144,1.48E-06,0.97,4.94E-06,0.797372922,2.05E-06,N
NW,HQIL,2015-06-10T19:07:55.000000Z,1.137991722,1.67E-06,1.033717574,2.95E-06,1.052437224,4.99E-06,N
NW,HQIL,2015-04-21T15:55:45.000000Z,1.423782953,1.18E-06,1.440100377,2.42E-06,1.288731139,2.80E-06,N
NW,HQIL,2015-04-08T17:01:55.000000Z,0.969866551,2.18E-07,0.941536066,3.71E-07,0.946401658,3.91E-07,N
NW,HQIL,2015-04-22T16:24:55.000000Z,1.247718911,1.84E-06,1.205359036,3.84E-06,1.003117281,4.62E-06,N
NW,HQIL,2015-04-18T06:20:35.000000Z,1.356628046,2.18E-07,0.584971698,1.92E-07,0.700182473,2.45E-07,N
NW,HQIL,2015-06-25T05:51:40.000000Z,1.081949895,3.72E-07,1.105894442,6.38E-07,1.199679339,6.53E-07,N
NW,HQIL,2015-05-04T02:09:20.000000Z,0.944803076,1.09E-07,1.046301363,2.55E-07,0.907792182,1.95E-07,N
NW,HQIL,2015-05-08T10:30:25.000000Z,1.875847919,4.16E-07,2.024120698,8.06E-07,1.99469231,8.38E-07,N
NW,HQIL,2015-06-24T03:11:05.000000Z,1.112091953,1.07E-06,1.09273379,2.81E-06,1.185268073,2.76E-06,N
NW,HQIL,2015-04-27T02:46:25.000000Z,0.823136419,1.47E-07,1.579975019,2.75E-07,0.910096256,1.80E-07,N
NW,HQIL,2015-04-01T15:35:25.000000Z,0.906795377,2.23E-07,0.948869777,4.23E-07,0.94,3.98E-07,N
NW,HQIL,2015-05-19T20:28:50.000000Z,0.739999805,2.77E-07,0.787546766,5.72E-07,0.748724555,6.72E-07,N
NW,HQIL,2015-04-19T16:33:20.000000Z,0.830336547,2.01E-07,1.016467163,2.76E-07,0.843417419,2.40E-07,N
NW,HQIL,2015-05-15T21:35:25.000000Z,0.95,2.67E-07,0.94,6.64E-07,0.84569286,6.22E-07,N
NW,HQIL,2015-06-09T06:58:10.000000Z,0.802878816,1.12E-07,0.91738867,1.99E-07,0.870351482,2.36E-07,N
NW,HQIL,2015-05-21T19:27:45.000000Z,1.365503416,1.56E-06,1.357925915,4.70E-06,1.304552427,1.90E-06,N
NW,HQIL,2015-05-22T08:07:05.000000Z,1.008893795,1.84E-07,1.180831918,3.09E-07,1.118841544,3.18E-07,N
NW,HQIL,2015-05-20T18:04:20.000000Z,1.027999046,9.93E-07,0.936970771,3.22E-06,1.016628246,2.26E-06,N
NW,HQIL,2015-05-31T20:53:30.000000Z,1.025006501,2.50E-07,0.808403377,2.00E-07,0.901694576,2.52E-07,N
